,0,1,2,3,4,5,6,7
0.0,0.3051801520000179,39.754462614169995,0.3286743627939971,0.2013203779800043,34.515244210882,11.87151961972,210.32676802943558,57.51803660652
1.0,1.0065869077509164,15.320880417411184,0.24344767238910814,0.0993853049648518,16.554680140393486,2.04644421876457,646.8150431892518,0.8800469746921201
2.0,0.7336562248044752,9.089044333726214,0.5957359257364557,0.2900839864159986,18.739502610527975,3.8092639251672464,447.5510525838393,1.061230772468619
3.0,0.8635270061637734,6.773622334378127,0.48344461001666145,0.14414883083553146,32.18515463925562,6.801980181629837,597.19641267084,0.2908816334074785
4.0,0.8518152414006886,9.204809358650857,1.4422625164909788,0.1449851768068265,26.781280829606175,4.324439986704546,308.2840195128282,0.6342887341018877
5.0,0.6016464158253114,0.8545713470180014,0.38078923789150954,0.13974997538938783,23.50853197133918,4.190610418457927,270.0748076108096,0.30540818989647406
6.0,2.60822943229023,1.9881625224285384,0.26827260631226074,0.15640697916147886,25.980746211577724,4.745262565265165,287.90876887845945,0.3001363447123675
7.0,1.4082681319971635,3.8836392246581624,0.5032573801040048,0.2865815014074741,27.455826923699348,5.236490890149891,219.89118583914845,0.17462796941395184
8.0,2.631653955965757,1.2717593614094167,0.11934934853605089,0.10187204356794238,6.61104936587152,0.7288687937608184,21.795167782736186,0.08167447148681177
9.0,0.9003343901981493,4.9144041117026775,1.2716133197167592,0.2408993146191298,28.21661930592672,5.192022225952461,268.5962244370406,0.25416294101213033
10.0,0.8494711250448993,3.343762341819363,2.5658790020319224,0.3374084483606573,8.655630881664324,1.9287836257205346,84.96388118206278,0.5377966540408069
11.0,0.6046547770108552,6.637160575885647,1.7214929345744574,0.29980509033674174,18.376846157195708,3.695528484710584,120.70057976404699,0.5298475414431587
12.0,1.2176818897565185,4.731735942971392,2.337265602492074,0.5113569265439636,16.1791056931761,3.2120044883463263,91.08318846618734,0.4758187359063582
13.0,1.186548443865831,12.230430585561683,11.870838346573256,2.644070747401944,4.781862830681279,0.6475238533877234,42.417440625473546,3.0080599937783314
14.0,5.780723908080912,3.46532782555897,1.378964998105034,0.5097795792265244,17.26513097747308,3.1899973027650024,83.6173373663358,0.24721686869260937
15.0,0.7878429281871051,8.086147694236764,7.2158564568378045,1.6610707004267402,23.32241932579595,4.450706454057716,128.91608865598758,1.9120990364380337
16.0,1.783947140644185,3.302376858531811,2.7788512795389564,0.5712457715913167,26.47083189138739,5.239059931565799,137.78113605752424,0.18991775798998264
17.0,1.323802064840333,2.1376318441144453,1.9927420009621357,0.4522624447549732,17.62181311646699,3.7281765569297622,128.059934125116,0.3420495554418441
18.0,1.71228374369077,2.4304014588610343,2.8585253441673277,0.4952762911687831,30.7560233569387,5.9295675088303,130.95881502031492,0.14109925463014011
19.0,1.6245553005697024,2.949471394247295,1.9595241306540538,0.5970687809334632,16.459721332056763,3.1325156131716896,59.88595351868997,0.6995618735375857
20.0,1.1922487108902975,1.6710789937623631,1.3569852379221488,0.39867969462735825,4.737369509470972,0.9782380800060848,5.099667666026785,0.08790086477970427
21.0,0.9238201492606611,5.907170821218605,3.594846597910161,0.9724352690657908,18.995086051574514,3.688947257966505,90.94965025042677,1.017528394485193
22.0,0.4894431110504443,5.477598039373051,3.743455970922383,0.7801998959149438,18.96562635724421,2.776394413540151,81.55460083818055,0.875014207085099
23.0,0.7777800906489326,0.8661460504376818,3.508157164936881,0.5909353907234737,10.203753190723242,7.638093522225241,72.21964952609402,0.2775346844798034
24.0,1.720842346603461,9.959513952483356,11.816539247645318,2.581308312093399,13.783212798577583,2.373084671440303,72.1028224903248,2.944755656544449
25.0,1.7536159014779293,4.863983105704955,5.4529015211883864,1.380359440815727,13.217265024892503,2.3428694698808057,65.5481226020744,1.4131637373260668
26.0,2.020894519482676,3.2122428444049365,2.3299672817517223,0.5327413868984011,7.795555199754083,1.2912554447546265,49.59351207507998,0.600713099674962
27.0,0.7423018514620668,3.1099670886541397,1.7169496777308102,0.2016202915509253,9.772243596641003,1.544388416081548,85.6070009845259,0.3984644935261553
28.0,1.1104123254647453,3.666914663357193,2.0484393469155364,0.4821564790697273,22.57597723022975,4.259938039474308,111.47307574223214,0.8183554605426243
29.0,0.837835151376193,3.145371734199075,3.217173251460194,0.44152522589207,14.185283263672304,2.3436086926892625,58.77766501688885,0.955843313297397
30.0,3.3457324197969087,7.7229167525754985,6.334178095146393,0.4365515277016487,53.51935225870597,10.76967833920167,238.7721472044284,1.3064242791997622
31.0,0.6667349051156114,5.991285220438946,2.6257171250168265,0.3122109516890725,15.998872679344153,2.7721018382180977,74.25889726359584,0.9131533646950495
32.0,0.32684526644293016,2.6801043865951772,2.3799491972696694,0.3305173068772352,5.024887408571369,1.372368084195327,10.790777772715595,0.6403610208631793
33.0,0.3140128518685183,2.3254154121001736,2.0237859874869484,0.12234940280501537,8.876814659689442,1.5766933678763473,45.94876192318286,0.03414857107196887
34.0,1.2364501578432003,1.8467658817854868,1.8301371148380576,0.3131654268515642,29.04413453179841,6.276638837076268,128.86132458680737,0.5242815321443193
35.0,4.070716240572534,2.872557596588081,0.9709157701538017,0.36644625191168867,3.678491447145562,1.0929496158750844,18.485932210467798,0.5287195597873735
36.0,28.45093372918855,6.150620903455781,1.4919017458408803,0.09445886476164315,32.1657099913848,6.497211871023084,132.92583746717506,0.6111846561563501
37.0,3.590757619169705,2.5352562934574294,0.8064351544176641,0.30877372337789466,2.3223515919503015,0.21140582925309856,13.275490729455901,0.47690610770048353
38.0,0.7294494506685565,2.16479461603523,0.9289252802677906,0.08302227300840209,6.091987432204487,1.7104631317710752,34.634238845283306,0.30164816482245327
39.0,1.3520341674437866,1.7919012697247125,0.6471809662727835,0.29675439259492087,15.016515178525971,2.7085733489107047,66.90542164300236,0.5151910208710986
40.0,1.9871361806984777,0.3194073538975056,0.8534288261461819,0.23747879696347382,4.378016174958057,1.295346562635082,8.019270440086613,0.10286315097700337
41.0,3.167056769942859,4.070736372498359,1.3508926753802073,0.21174186865033479,17.526898030723405,3.3722722342502878,80.5356799555981,0.4580151950837514
42.0,3.0856194441935196,5.195191971690881,2.200509381277088,0.13120177658345838,30.87807498076357,5.8012674015638135,126.37186401953713,0.875040226616596
43.0,2.334609951463238,1.5383313212017666,0.8053052523010831,0.11798558667999966,13.89481747332256,2.0649925559661333,57.382249944853626,0.2820690001043293
44.0,1.7142377955966577,1.9583559747364119,0.9347160558761965,0.2074842304709194,15.695135238835176,4.486459725289458,71.81607990647281,0.25364815237730487
45.0,1.6930034139020431,2.820232258433451,0.9142495658613865,0.14432997675344755,14.048906503342819,4.490822205791454,80.58678957546174,0.32745050782452406
46.0,1.7736264566698174,0.6509635803490735,0.8524085642909965,0.16239999214111678,7.766261205408883,6.164364319548109,33.13790719605974,0.28164442915175675
47.0,0.2388488455427237,1.4973353244880325,1.1825942865811616,0.23586260843625428,2.9338232627207113,1.943847455424606,25.366268710595897,0.2920264810669239
48.0,1.489997102287319,0.18294468302825145,1.7336222859898403,0.0939331456173937,9.774912263787732,2.4240494849668943,45.46133232790855,0.12015667311205976
49.0,1.4803091073206958,1.407017784040093,0.4271137713384182,0.2961069645709078,4.081287037544871,1.561108097653651,5.339081883677468,0.4253478493970117
50.0,1.7028144088153239,0.5980804668706683,1.050102958418108,0.1261636105058887,5.619058640258699,1.7618628267649703,21.973261904472935,0.317419216225138
51.0,1.5598305685984934,3.204552762794036,0.8351263031415693,0.10187751962654548,8.609760706629881,1.2456144604989619,37.790177992640515,0.4756597038833369
52.0,0.9153757002900818,1.9015231739608585,0.5751295429978124,0.20822897669331605,9.787286013319111,1.6913227896330612,38.186278567138395,0.39903316119248516
53.0,1.7906489749921166,1.251072760523493,0.6713324547425235,0.017103497394960657,7.658866455421988,1.4952557874177037,33.97490595590928,0.26673194620053653
54.0,0.6711786722362523,0.837570572104389,1.1418568540850211,0.3735336087065669,5.891472212864748,0.5663439168030496,17.418250505437477,0.32981432716475695
55.0,2.009947317776788,2.077366973278842,0.8970655757474255,0.2751038060068535,1.3685052055379412,0.6110313207474379,9.91765367573862,0.45751044072180175
56.0,0.6393630626016016,1.5556087044906726,0.626795369719343,0.06260864725288767,5.489155645894416,1.2222793786190849,16.78878590327349,0.10597931581071408
57.0,1.696405799973055,3.486203444892625,0.8577333405068466,0.14724886466576834,7.8453706025447225,1.8915126814550705,21.845085093007235,0.44883260452485707
58.0,0.9440654083050724,1.7077541314712146,0.2253368703797799,0.12788726783628332,4.51873939103229,1.0168972231355515,17.553138664505404,0.2887645675378426
59.0,2.1619939257877014,1.6516386601973325,0.8447613623344685,0.10482883052856376,4.736009218558482,0.5369432710423702,32.31300962916476,0.19788571511956937
60.0,1.3592514883099356,1.1268529063336843,1.7982498083359748,0.09351745978725072,6.718501246704021,1.6631726140074738,25.85929460923915,0.22460931095711134
61.0,2.151845723975544,1.2838854709652923,1.0230204557898086,0.07655488820628241,5.589359097447658,0.7124913526087141,27.712988693116582,0.35905118700277106
62.0,1.0603081715486566,1.792352878874294,1.0905749410208954,0.2798008493895804,11.16195876586958,1.8168696972037945,53.99005802987043,0.23243492941467267
63.0,2.0561597691852063,0.9336578231253975,0.6490885817249107,0.14769549016707897,2.6474529385425853,0.1340077289039796,21.93800777029029,0.0529834929724821
64.0,1.4164472592226012,0.4900581710659354,0.387736082543859,0.06425582833472734,4.509660651793167,1.6568946685782964,19.689479961747743,0.0505330136794455
